Module	Sous_Module	Type	Exercice	Série	Données	Catégorie	Afficher à la fin	Terme;Indice	Phrase Correcte	Réponse	Fichier Audio
1	5	Pratiquer	6	10	deux;nouveaux;signaux;routiers	2;3;3;3;3;1;2;6;3;3;1					s06p2d10.mp3
1	6	Démo	0	1	une;histoire;drôle;,;courte;et;intelligente			récit;2	un;récit;drôle;,;court;et;intelligent		
1	6	Classique	1	1	une;femme;libre;jeune;et;amoureuse			homme;2	un;homme;libre;jeune;et;amoureux		
1	6	Classique	1	2	un;homme;libre;jeune;et;amoureux			libres;3 	des;hommes;libres;jeunes;et;amoureux		
1	6	Classique	1	3	des;hommes;libres;jeunes;et;amoureux			femmes;2	des;femmes;libres;jeunes;et;amoureuses		
1	6	Classique	1	4	une;pâte;sèche;dure;et;jaune			savon;2	un;savon;sec;dur;et;jaune		
1	6	Classique	1	5	un;savon;sec;dur;et;jaune			pâtes;2	des;pâtes;sèches;dures;et;jaunes		
1	6	Classique	1	6	des;pâtes;sèches;dures;et;jaunes			savons;2	des;savons;secs;durs;et;jaunes		
1	6	Classique	1	7	un;ami;franc;dévoué;et;protecteur			amies;2	des;amies;franches;dévouées;et;protectrices		
1	6	Classique	1	8	des;amies;franches;dévouées;et;protectrices			dévouée;5	une;amie;franche;dévouée;et;protectrice		
1	6	Classique	1	9	une;amie;franche;dévouée;et;protectrice			amis;2	des;amis;francs;dévoués;et;protecteurs		
1	6	Classique	1	10	des;métiers;manuels;agréables;et;passionnants			passionnant;7	des;métiers;manuels;agréables;et;passionnants		
1	6	Classique	1	11	un;métier;manuel;agréable;et;passionnant			activité;2	une;activité;manuelle;agréable;et;passionnante		
1	6	Classique	1	12	une;activité;manuelle;agréable;et;passionnante			des;1	des;activités;manuelles;agréables;et;passionnantes 		
1	6	Classique	2	1	un;nouvel;appareil;,;silencieux;et;pratique			installation;3	une;nouvelle;installation;,;silencieuse;et;pratique		
1	6	Classique	2	2	une;nouvelle;installation;,;silencieuse;et;pratique			de;1	de;nouvelles;installations;,;silencieuses;et;pratiques		
1	6	Classique	2	3	de;nouvelles;installations;,;silencieuses;et;pratiques			appareils;3	de;nouveaux;appareils;,;silencieux;et;pratiques		
1	6	Classique	2	4	une;excellente;crêpe;,;légère;et;dorée			d';1	d'excellentes;crêpes;,;légères;et;dorées		
1	6	Classique	2	5	d'excellentes;crêpes;,;légères;et;dorées			gâteau;3	un;excellent;gâteau;,;léger;et;doré		
1	6	Classique	2	6	un;excellent;gâteau;,;léger;et;doré			d';1	d'excellents;gâteaux;,;légers;et;dorés		
1	6	Classique	2	7	une;courte;lettre;,;lisible;et;originale			de;1	de;courtes;lettres;,;lisibles;et;originales		
1	6	Classique	2	8	de;courtes;lettres;,;lisibles;et;originales			article;3	un;court;article;,;lisible;et;original		
1	6	Classique	2	9	un;court;article;,;lisible;et;original			de;1	de;courts;articles;,;lisibles;et;originaux		
1	6	Classique	2	10	de;nouveaux;maillots;,;chers;et;affreux			un;1	un;nouveau;maillot;,;cher;et;affreux		
1	6	Classique	2	11	un;nouveau;maillot;,;cher;et;affreux			robe;3	une;nouvelle;robe;,;chère;et;affreuse		
1	6	Classique	2	12	une;nouvelle;robe;,;chère;et;affreuse			de;1	de;nouvelles;robes;,;chères;et;affreuses		
1	6	Classique	3	1	un;grand;nombre;,;ou;positif;ou;négatif			de;1	de;grands;nombres;,;ou;positifs;ou;négatifs		
1	6	Classique	3	2	de;grands;nombres;,;ou;positifs;ou;négatifs			somme;3	une;grande;somme;,;ou;positive;ou;négative		
1	6	Classique	3	3	une;grande;somme;,;ou;positive;ou;négative			de;1	de;grandes;sommes;,;ou;positives;ou;négatives		
1	6	Classique	3	4	un;vernis;intérieur;,;ou;brillant;ou;mat			des;1	des;vernis;intérieurs;,;ou;brillants;ou;mats		
1	6	Classique	3	5	des;vernis;intérieurs;,;ou;brillants;ou;mats			lasures;2	des;lasures;intérieures;,;ou;brillantes;ou;mates		
1	6	Classique	3	6	des;lasures;intérieures;,;ou;brillantes;ou;mates			mate;8	une;lasure;intérieure;,;ou;brillante;ou;mate		
1	6	Classique	3	7	de;belles;tranches;,;épaisses;mais;grasses			grasse;7	une;belle;tranche;,;épaisse;mais;grasse		
1	6	Classique	3	8	une;belle;tranche;,;épaisse;mais;grasse			morceau;3	un;beau;morceau;,;épais;mais;gras		
1	6	Classique	3	9	un;beau;morceau;,;épais;mais;gras			de;1	de;beaux;morceaux;,;épais;mais;gras		
1	6	Classique	3	10	un;gars;poli;,;ni;jeune;ni;vieux			jeunes;6	des;gars;polis;,;ni;jeunes;ni;vieux		
1	6	Classique	3	11	des;gars;polis;,;ni;jeunes;ni;vieux			personnes;2	des;personnes;polies;,;ni;jeunes;ni;vieilles		
1	6	Classique	3	12	des;personnes;polies;,;ni;jeunes;ni;vieilles			vieille;8	une;personne;polie;,;ni;jeune;ni;vieille		
1	6	Classique	4	1	une;très;longue;veste;,;marron;et;verte			manteau;4	un;très;long;manteau;,;marron;et;vert		
1	6	Classique	4	2	un;très;long;manteau;,;marron;et;vert			de;1	de;très;longs;manteaux;,;marron;et;verts		
1	6	Classique	4	3	de;très;longs;manteaux;,;marron;et;verts			vestes;4	de;très;longues;vestes;,;marron;et;vertes		
1	6	Classique	4	4	une;mesure;spéciale;très;dure;mais;ponctuelle			dures;5	des;mesures;spéciales;très;dures;mais;ponctuelles		
1	6	Classique	4	5	des;mesures;spéciales;très;dures;mais;ponctuelles			régime;2	un;régime;spécial;très;dur;mais;ponctuel		
1	6	Classique	4	6	un;régime;spécial;très;dur;mais;ponctuel			des;1	des;régimes;spéciaux;très;durs;mais;ponctuels		
1	6	Classique	4	7	des;musiques;actuelles;,;joyeuses;mais;bruyantes			joyeuse;5	une;musique;actuelle;,;joyeuse;mais;bruyante		
1	6	Classique	4	8	une;musique;actuelle;,;joyeuse;mais;bruyante			concert;2	un;concert;actuel;,;joyeux;mais;bruyant		
1	6	Classique	4	9	un;concert;actuel;,;joyeux;mais;bruyant			concerts;2	des;concerts;actuels;,;joyeux;mais;bruyants		
1	6	Classique	4	10	un;tableau;abstrait;,;insolite;et;bizarre			insolites;5	des;tableaux;abstraits;,;insolites;et;bizarres		
1	6	Classique	4	11	des;tableaux;abstraits;,;insolites;et;bizarres			toiles;2	des;toiles;abstraites;,;insolites;et;bizarres		
1	6	Classique	4	12	des;toiles;abstraites;,;insolites;et;bizarres			une;1	une;toile;abstraite;,;insolite;et;bizarre		
1	6	Classique	5	1	une;bonne;bière;,;mais;trop;sucrée;et;trop;fraîche			de;1	de;bonnes;bières;,;mais;trop;sucrées;et;trop;fraîches		
1	6	Classique	5	2	de;bonnes;bières;,;mais;trop;sucrées;et;trop;fraîches			vin;3	un;bon;vin;,;mais;trop;sucré;et;trop;frais		
1	6	Classique	5	3	un;bon;vin;,;mais;trop;sucré;et;trop;frais			de;1	de;bons;vins;,;mais;trop;sucrés;et;trop;frais		
1	6	Classique	5	4	des;filles;gentilles;,;bricoleuses;et;bosseuses			garçon;2	un;garçon;gentil;,;bricoleur;et;bosseur		
1	6	Classique	5	5	un;garçon;gentil;,;bricoleur;et;bosseur			bricoleurs;5	des;garçons;gentils;,;bricoleurs;et;bosseurs		
1	6	Classique	5	6	des;garçons;gentils;,;bricoleurs;et;bosseurs			filles;2	des;filles;gentilles;,;bricoleuses;et;bosseuses		
1	6	Classique	5	7	un;sirop;antitussif;efficace;mais;amer			des;1	des;sirops;antitussifs;efficaces;mais;amers		
1	6	Classique	5	8	des;sirops;antitussifs;efficaces;mais;amers			tisanes;2	des;tisanes;antitussives;efficaces;mais;amères		
1	6	Classique	5	9	des;tisanes;antitussives;efficaces;mais;amères			une;1	une;tisane;antitussive;efficace;mais;amère		
1	6	Classique	5	10	un;oreiller;doux;,;mou;et;bien;douillet			des;1	des;oreillers;doux;,;mous;et;bien;douillets		
1	6	Classique	5	11	des;oreillers;doux;,;mous;et;bien;douillets			couette;2	une;couette;douce;,;molle;et;bien;douillette		
1	6	Classique	5	12	une;couette;douce;,;molle;et;bien;douillette			des;1	des;couettes;douces;,;molles;et;bien;douillettes		
1	6	Classique	6	1	des;premiers;postes;très;pénibles;et;dangereux			premier;2	un;premier;poste;très;pénible;et;dangereux		
1	6	Classique	6	2	un;premier;poste;très;pénible;et;dangereux			tâche;3	une;première;tâche;très;pénible;et;dangereuse		
1	6	Classique	6	3	une;première;tâche;très;pénible;et;dangereuse			des;1	des;premières;tâches;très;pénibles;et;dangereuses		
1	6	Classique	6	4	un;appartement;assez;vaste;et;fonctionnel,;mais;cher			vastes;4	des;appartements;assez;vastes;et;fonctionnels,;mais;chers		
1	6	Classique	6	5	des;appartements;assez;vastes;et;fonctionnels,;mais;chers			maison;2	une;maison;assez;vaste;et;fonctionnelle,;mais;chère		
1	6	Classique	6	6	une;maison;assez;vaste;et;fonctionnelle,;mais;chère			des;1	des;maisons;assez;vastes;et;fonctionnelles,;mais;chères		
1	6	Classique	6	7	un;monde;imaginaire,;lointain;et;totalement;irréel			région;2	une;région;imaginaire,;lointaine;et;totalement;irréelle		
1	6	Classique	6	8	une;région;imaginaire,;lointaine;et;totalement;irréelle			lointaines;5	des;régions;imaginaires,;lointaines;et;totalement;irréelles		
1	6	Classique	6	9	des;régions;imaginaires,;lointaines;et;totalement;irréelles			mondes;2	des;mondes;imaginaires,;lointains;et;totalement;irréels		
1	6	Classique	6	10	un;ordinateur;neuf;et;récent,;mais;déjà;obsolète			tablette;2	une;tablette;neuve;et;récente,;mais;déjà;obsolète		
1	6	Classique	6	11	une;tablette;neuve;et;récente,;mais;déjà;obsolète			des;1	des;tablettes;neuves;et;récentes,;mais;déjà;obsolètes		
1	6	Classique	6	12	des;tablettes;neuves;et;récentes,;mais;déjà;obsolètes			ordinateurs;2	des;ordinateurs;neufs;et;récents,;mais;déjà;obsolètes		
1	7	Test	A	1	tes;nouvelles;vidéos					1	
1	7	Test	A	2	ma;nouvelle;adresses					0	
1	7	Test	A	3	des;œuf;frais					0	
1	7	Test	A	4	son;nouvel;ordinateur					1	
1	7	Test	A	5	une;soupe;froide					1	
1	7	Test	A	6	des;gens;très;riches					1	
1	7	Test	A	7	des;films;assez;triste					0	
1	7	Test	A	8	quelques;menus;très;économiques					1	
1	7	Test	A	9	des;appels;trop;brefs					1	
1	7	Test	A	10	des;leçons;trop;brève					0	
1	7	Test	A	11	une;veste;blanche;et;noir					0	
1	7	Test	A	12	une;eau;propre;,;claire;et;froide					1	
1	7	Test	A	13	un;café;noir;,;chaud;et;sucrés					0	
1	7	Test	A	14	la;population;mondiale;jeune;et;active					1	
1	7	Test	A	15	les;cinq;grands;ports;maritime;français					0	
1	7	Test	A	16	les;deux;autre;maisons;mitoyennes					0	
1	7	Test	A	17	de;petits;exercices;courts;mais;difficiles					1	
1	7	Test	A	18	des;gestes;précis;,;habituels;et;machinals					0	
1	7	Test	A	19	de;nombreux;villes;chinoises;,;polluées;et;surpeuplées					0	
1	7	Test	A	20	des;bruits;insolites;,;secs;et;répétitifs					1	
1	7	Test	A	21	des;outils;pratiques;,;car;solides;et;maniables					1	
1	7	Test	A	22	des;pinceaux;professionnels;,;plats;,;ronds;ou;fin					0	
1	7	Test	A	23	un;vieux;puits;large;,;sombre;et;profond					1	
1	7	Test	A	24	des;gaz;toxiques;et;inodore;,;donc;dangereux					0	
1	7	Test	A	25	deux;gros;poulets;fermiers;bios					1	
1	7	Test	A	26	des;affiches;publicitaires;colorées;et;rigolote					0	
1	7	Test	A	27	de;hautes;vagues;,;puissantes;et;dangereuse					0	
1	7	Test	A	28	de;superbes;toiles;multicolores;ou;unies					1	
1	7	Test	A	29	un;nouveau;système;informatique;encore;cher					1	
1	7	Test	A	30	une;tablette;numérique;vraiment;très;cher					0	
1	7	Test	A	31	des;enfants;intelligents;et;curieux;,;mais;agités					1	
1	7	Test	A	32	une;gamine;intelligente;et;curieuse;,;mais;agité					0	
1	7	Test	A	33	de;nombreuses;dépenses;inutiles;et;superflues					1	
1	7	Test	A	34	des;erreurs;bancaires;fréquentes;,;importantes;et;difficilement;repérable					0	
1	7	Test	A	35	d’anciens;écrans;plats;,;carrés;ou;rectangulaires					1	
1	7	Test	A	36	des;locaux;professionnels;lumineux;et;très;modernes					1	
1	7	Test	A	37	d'anciennes;affiches;déchirées;,;carrés;ou;rectangulaires					0	
1	7	Test	A	38	de;jeunes;apprentis;nerveux;,;encore;trop;débutants;et;inexpérimentés					1	
1	7	Test	A	39	des;notices;gratuites;souvent;illisible;car;souvent;mal;traduites					0	
1	7	Test	A	40	des;déchets;radioactifs;très;nocifs;et;trop;encombrant					0	
1	7	Test	B	1	des;puces;électronique					0	
1	7	Test	B	2	de;nouveaux;pneus					1	
1	7	Test	B	3	le;dernière;étage					0	
1	7	Test	B	4	deux;boites;vides					1	
1	7	Test	B	5	des;rêves;étrange					0	
1	7	Test	B	6	des;alcools;très;forts					1	
1	7	Test	B	7	des;métaux;assez;dur					0	
1	7	Test	B	8	deux;petits;lit;bas;superposés					0	
1	7	Test	B	9	plusieurs;véhicules;utilitaires					1	
1	7	Test	B	10	des;tiges;métalliques;souples;et;résistantes					1	
1	7	Test	B	11	une;boisson;gazeuses;sucrées					0	
1	7	Test	B	12	des;crèmes;hydratante;souvent;trop;grasse					0	
1	7	Test	B	13	des;fromages;corses;secs;,;cendrés;et;aigres					1	
1	7	Test	B	14	une;maladie;contagieuses;mais;bénignes					0	
1	7	Test	B	15	une;fumée;noire;désagréable;,;mais;inodore					1	
1	7	Test	B	16	un;immense;jardin;très;fleuri;et;bien;aménagée					0	
1	7	Test	B	17	des;travaux;fatigants;,;chers;et;inutile					0	
1	7	Test	B	18	des;murs;mitoyens;,;hauts;et;épais					1	
1	7	Test	B	19	des;fruits;trop;petits,;verts;et;véreux					1	
1	7	Test	B	20	des;moteurs;électriques,;puissant;et;économique					0	
1	7	Test	B	21	des;rues;piétonnes,;étroites;et;animés					0	
1	7	Test	B	22	de;nombreux;rendez-vous;manqués;ou;annulés					1	
1	7	Test	B	23	un;régime;végétarien;sévère;mais;équilibrée					0	
1	7	Test	B	24	une;randonnée;pédestre;courte;mais;épuisante					1	
1	7	Test	B	25	des;thés;amers,;légers;et;délicats					1	
1	7	Test	B	26	les;premier;beaux;jours					0	
1	7	Test	B	27	un;vieux;tapis;poussiéreux;et;troué					1	
1	7	Test	B	28	de;multiples;insectes;diurnes;ou;nocturnes					1	
1	7	Test	B	29	des;courses;cyclistes;traditionnelles;et;locales					1	
1	7	Test	B	30	des;animaux;sauvages;blessés;et;agressif					0	
1	7	Test	B	31	des;toilettes;sèches;écologiques					1	
1	7	Test	B	32	des;états;solides,;liquides;ou;gazeux					1	
1	7	Test	B	33	un;courant;électrique,;alternatif;ou;continus					0	
1	7	Test	B	34	des;mains;toujours;sale,;poisseuse;et;collante					0	
1	7	Test	B	35	des;cris;stridents;difficilement;supportable					0	
1	7	Test	B	36	des;murmures;continus;et;presque;inaudibles					1	
1	7	Test	B	37	une;ordonnance;médicale;non;valide;car;illisible					1	
1	7	Test	B	38	des;oliviers;centenaires,;certes;vieux;mais;encore;robuste					0	
1	7	Test	B	39	des;recettes;culinaires;toujours;faciles;et;délicieux					0	
1	7	Test	B	40	une;vraie;salade;niçoise;et;une;omelette;baveuse;savoureuse					1	
