Module	Sous_Module	Type	Exercice	Série	Données	Catégorie	Phrase à completer	Verbe	Terminaison	Pronom	Réponse	Suite Mots	Infinitif	Fichiers Audio
3	1	Découvrir	16	17	elles;émeuvent	8;vent	Ces;tristes;nouvelles;les;émeuvent;tous;.							
3	1	Découvrir	16	18	il;meut	3;eut	Un;énorme;moteur;meut;le;téléphérique;.							
3	1	Découvrir	16	19	j'émeus	2;eus	J'émeus;facilement;mon;auditoire;.							
3	1	Découvrir	16	20	je;me;meus	2;eus	Depuis;ma;fracture;du;pied;,;je;me;meus;difficilement;.							
3	1	Découvrir	16	21	elle;émeut	3;eut	Leur;gentillesse;nous;émeut;beaucoup;.							
3	1	Pratiquer	16	1	je;veux	1;eux 								
3	1	Pratiquer	16	2	elles;veulent	9;lent								
3	1	Pratiquer	16	3	tu;peux	1;eux 								
3	1	Pratiquer	16	4	elle;veut	3;eut								
3	1	Pratiquer	16	5	elle;vaut	5;aut								
3	1	Pratiquer	16	6	je;vaux	4;aux								
3	1	Pratiquer	16	7	ils;valent	9;lent								
3	1	Pratiquer	16	8	il;faut	5;aut								
3	1	Pratiquer	16	9	elle;prévaut	5;aut								
3	1	Pratiquer	16	10	tu;clos	6;os								
3	1	Pratiquer	16	11	elles;pleuvent	8;vent								
3	1	Pratiquer	16	12	il;pleut	3;eut								
3	1	Pratiquer	16	13	elles;peuvent	8;vent								
3	1	Pratiquer	16	14	elle;peut	3;eut								
3	1	Pratiquer	16	15	je;peux	1;eux 								
3	1	Pratiquer	16	16	elle;éclot	7;ot								
3	1	Pratiquer	16	17	elles;émeuvent	8;vent								
3	1	Pratiquer	16	18	il;meut	3;eut								
3	1	Pratiquer	16	19	j'émeus	2;eus								
3	1	Pratiquer	16	20	je;me;meus	2;eus								
3	1	Pratiquer	16	21	elle;émeut	3;eut								
3	2	Classique	0	1	/L';/organisme;s';habitue;à;l';absence;de;nicotine;.			habitue	1;1;1					demod01.mp3
3	2	Classique	0	2	/La;/voiture;glisse;sur;le;verglas;.			glisse	2;8;4					demod02.mp3
3	2	Classique	1	1	/L';/organisme;s';habitue;à;l';absence;de;nicotine;.			habitue	1;1;1					s01d01.mp3
3	2	Classique	1	2	/Je;finis;par;être;convaincue;par;ses;arguments;.			finis	1;2;4					s01d02.mp3
3	2	Classique	1	3	/La;/voiture;glisse;sur;le;verglas;.			glisse	2;8;4					s01d03.mp3
3	2	Classique	1	4	/Tu;n';oublies;pas;d'éteindre;en;partant;?			oublies	1;2;2					s01d04.mp3
3	2	Classique	1	5	Est-ce;que;/l';/acide;dissout;le;calcaire;?			dissout	1;3;7					s01d05.mp3
3	2	Classique	1	6	/Les;/pays;/riches;pillent;les;ressources;naturelles;.			pillent	3;1;6					s01d06.mp3
3	2	Classique	1	7	/On;nettoie;l';écran;à;l';aide;d';un;chiffon;doux;.			nettoie	1;5;1					s01d07.mp3
3	2	Classique	1	8	/J';agrafe;l';original;et;le;duplicata;.			agrafe	2;11;1					s01d08.mp3
3	2	Classique	1	9	/Ces;/deux;/collaborateurs;échangent-ils;leurs;idées;?			échangent	3;3;3					s01d09.mp3
3	2	Classique	1	10	/Elle;tient;compte;de;mes;remarques;.			tient	1;6;6					s01d10.mp3
3	2	Classique	1	11	/J';apprends;le;chinois;depuis;deux;ans;.			apprends 	1;8;3					s01d11.mp3
3	2	Classique	1	12	/Ce;/témoignage;contredit;son;récit;.			contredit	1;2;5					s01d12.mp3
3	2	Classique	1	13	/L';/entreprise;répond;à;un;appel;d'offre;.			répond	1;9;2					s01d13.mp3
3	2	Classique	1	14	/Nous;vous;disons;chaleureusement;merci;.			disons 	1;9;3					s01d14.mp3
3	2	Classique	1	15	/Vous;lisez;le;mode;d';emploi;.			lisez	1;10;5					s01d15.mp3
3	2	Classique	1	16	/Tu;mets;tes;articles;en;ligne;prochainement;? 			mets	1;12;1					s01d16.mp3
3	2	Classique	1	17	/Tu;ne;peux;pas;accepter;ça;!			peux	1;14;1					s01d17.mp3
3	2	Classique	1	18	/Tu;serres;trop;fort;les;dents;en;dormant;.			serres	2;3;5					s01d18.mp3
3	2	Classique	1	19	Vont-/ils;enfin;se;décider;à;partir;?			vont	1;9;4					s01d19.mp3
3	2	Classique	1	20	/Je;jette;chaque;matin;un;coup;d';œil;aux;gros;titres;.			jette	2;7;4					s01d20.mp3
3	2	Classique	2	1	/Tu;nous;casses;les;pieds;!			casses	2;8;5					s02d01.mp3
3	2	Classique	2	2	/J'exclus;fermement;cette;hypothèse;.			exclus	1;1;4					s02d02.mp3
3	2	Classique	2	3	/Les;/peaux;/claires;bronzent;très;difficilement;.			bronzent	2;10;3					s02d03.mp3
3	2	Classique	2	4	/Les;/consommateurs;payent;pour;l'infrastructure;.			payent	3;2;3					s02d04.mp3
3	2	Classique	2	5	/Le;/prof;gribouille;quelques;chiffres;au;tableau;.			gribouille	3;1;1					s02d05.mp3
3	2	Classique	2	6	/Il;ment;comme;il;respire;!			ment	1;8;2					s02d06.mp3
3	2	Classique	2	7	Pourquoi;rougit-/on;?			rougit	1;2;5					s02d07.mp3
3	2	Classique	2	8	/Le;/prévenu;se;découvre;devant;le;juge;.			découvre	2;3;1					s02d08.mp3
3	2	Classique	2	9	/J'enlève;les;piles;de;la;télécommande;.			enlève	3;9;1					s02d09.mp3
3	2	Classique	2	10	/Il;ne;perçoit;pas;le;danger;.			perçoit	1;5;5					s02d10.mp3
3	2	Classique	2	11	/Tu;bats;le;rappel;?			bats	1;4;3					s02d11.mp3
3	2	Classique	2	12	/Son;/correspondant;lui;raccroche;au;nez;brutalement;.			raccroche	3;5;1					s02d12.mp3
3	2	Classique	2	13	/Tu;viens;avec;nous;ce;soir;?			viens	1;6;5					s02d13.mp3
3	2	Classique	2	14	/Ce;/garçon;mord;les;autres;enfants;.			mord	2;4;4					s02d14.mp3
3	2	Classique	2	15	/Tu;lui;accordes;un;entretien;?			accordes	3;8;2					s02d15.mp3
3	2	Classique	2	16	/Les;/épaules;se;courbent;avec;l'âge;.			courbent	3;7;3					s02d16.mp3
3	2	Classique	2	17	/Je;vous;fixe;un;rendez-vous;demain;.			fixe	3;11;1					s02d17.mp3
3	2	Classique	2	18	/Nous;faisons;suite;à;votre;demande;.			faisons	1;9;3					s02d18.mp3
3	2	Classique	2	19	/De;/sévères;/inondations;frappent;les;îles;Canaries;.			frappent	2;6;6					s02d19.mp3
3	2	Classique	2	20	/Je;repeins;les;murs;chaque;année;.			repeins	1;6;1					s02d20.mp3
3	2	Classique	3	1	/Tu;me;donnes;un;coup;de;main;?			donnes	2;2;5					s03d01.mp3
3	2	Classique	3	2	/Cette;/stratégie;peut-elle;servir;de;modèle;?			peut	1;14;2					s03d02.mp3
3	2	Classique	3	3	/Il;nous;met;la;pression;.			met	1;12;2					s03d03.mp3
3	2	Classique	3	4	Où;nous;conduisez-/vous;?			conduisez	1;10;5					s03d04.mp3
3	2	Classique	3	5	/Je;confonds;certaines;couleurs;.			confonds	1;9;1					s03d05.mp3
3	2	Classique	3	6	/Je;ne;crains;pas;le;froid;.			crains	1;6;3					s03d06.mp3
3	2	Classique	3	7	/Je;joins;l'utile;à;l'agréable;!			joins	1;7;1					s03d07.mp3
3	2	Classique	3	8	/Elle;suit;de;près;l'évolution;des;prix;.			suit	1;2;5					s03d08.mp3
3	2	Classique	3	9	/Il;essuie;les;plâtres;.			essuie	1;2;1					s03d09.mp3
3	2	Classique	3	10	/Cet;/enfant;crie;son;innocence;.			crie	1;2;1					s03d10.mp3
3	2	Classique	3	11	/Tu;rues;dans;les;brancards;.			rues	1;1;2					s03d11.mp3
3	2	Classique	3	12	/Elle;revient;de;loin;!			revient	1;6;6					s03d12.mp3
3	2	Classique	3	13	/Il;reste;beaucoup;à;faire;.			reste	2;7;1					s03d13.mp3
3	2	Classique	3	14	/Les;/alpinistes;s'encordent;pour;grimper;.			encordent	3;8;3					s03d14.mp3
3	2	Classique	3	15	/Ma;/sœur;déborde;d'enthousiasme;.			déborde	3;8;1					s03d15.mp3
3	2	Classique	3	16	/Les;/écrivains;/publics;élaguent;les;discours;des;élus;.			élaguent	3;6;3					s03d16.mp3
3	2	Classique	3	17	/Le;/viaduc;enjambe;la;rivière;.			enjambe	3;7;1					s03d17.mp3
3	2	Classique	3	18	À;midi;,;/je;mange;sur;le;pouce;.			mange	3;3;1					s03d18.mp3
3	2	Classique	3	19	/Les;/fileurs;peignent;les;fils;de;laine;.			peignent	3;10;3					s03d19.mp3
3	2	Classique	3	20	/Ils;ont;l'habitude;de;travailler;ensemble;.			ont	1;9;4					s03d20.mp3
3	2	Classique	4	1	/Les;/ronces;nous;griffent;les;mollets;.			griffent	2;11;6					s04d01.mp3
3	2	Classique	4	2	Est-ce;que;/tu;aimes;les;huîtres;?			aimes	2;1;2					s04d02.mp3
3	2	Classique	4	3	/Tu;ne;vois;pas;ce;que;tu;vaux;.			vaux	1;13;3					s04d03.mp3
3	2	Classique	4	4	/Il;exagère;les;difficultés;de;son;entreprise;.			exagère	2;3;1					s04d04.mp3
3	2	Classique	4	5	/Elle;lui;coupe;la;parole;fréquemment;.			coupe	2;6;1					s04d05.mp3
3	2	Classique	4	6	Sais-/tu;jouer;aux;échecs;?			sais	1;11;4					s04d06.mp3
3	2	Classique	4	7	Avez-/vous;des;doutes;sur;ses;compétences;?			avez	1;10;5					s04d07.mp3
3	2	Classique	4	8	/Nous;plaçons;la;barre;très;haut;cette;année;.			plaçons	1;9;3					s04d08.mp3
3	2	Classique	4	9	/Elle;descend;à;la;cafétéria;.			descend	1;8;4					s04d09.mp3
3	2	Classique	4	10	/Il;ne;peint;que;des;portraits;.			peint	1;6;2					s04d10.mp3
3	2	Classique	4	11	/Sa;/voix;traduit;son;anxiété;.			traduit	1;2;5					s04d11.mp3
3	2	Classique	4	12	/Tu;recopies;tes;cours;!			recopies	1;2;2					s04d12.mp3
3	2	Classique	4	13	/L'/arbitre;compte;les;points;.			compte	2;7;1					s04d13.mp3
3	2	Classique	4	14	/Je;recouds;ce;bouton;à;la;main;.			recouds	1;3;4					s04d14.mp3
3	2	Classique	4	15	As-/tu;encore;soif;?			as	1;4;2					s04d15.mp3
3	2	Classique	4	16	/Elle;ne;boit;pas;assez;d'eau;.			boit	1;5;5					s04d16.mp3
3	2	Classique	4	17	/Mon;/voisin;mastique;les;carreaux;de;ses;fenêtres;.			mastique	3;4;1					s04d17.mp3
3	2	Classique	4	18	/Des;/pancartes;dévient;la;circulation;.			dévient	1;2;3					s04d18.mp3
3	2	Classique	4	19	/Les;/étudiants;balayent;les;documents;du;regard;.			balayent	3;2;3					s04d19.mp3
3	2	Classique	4	20	/Je;soumets;mes;plans;à;l'architecte;.			soumet	1;12;1					s04d20.mp3
3	2	Classique	5	1	/Tu;manques;d'assurance;.			manques	3;4;2					s05d01.mp3
3	2	Classique	5	2	Qui;cherches-/tu;?			cherches	3;5;2					s05d02.mp3
3	2	Classique	5	3	/Je;partage;souvent;ses;idées;.			partage	3;3;1					s05d03.mp3
3	2	Classique	5	4	Pourquoi;n'arroses-/tu;pas;ton;succès;?			arroses	2;10;5					s05d04.mp3
3	2	Classique	5	5	/Je;prends;le;train;chaque;matin;.			prends	1;8;3					s05d05.mp3
3	2	Classique	5	6	/Le;/vétérinaire;panse;une;plaie;.			panse	2;8;1					s05d06.mp3
3	2	Classique	5	7	/Je;dois;partir;sur-le-champ;.			dois	1;5;4					s05d07.mp3
3	2	Classique	5	8	Que;concluez-/vous;de;cet;essai;?			concluez	1;10;5					s05d08.mp3
3	2	Classique	5	9	Dans;l'urgence,;/le;/gouvernement;pare;au;plus;pressé;.			pare	2;3;1					s05d09.mp3
3	2	Classique	5	10	/Nous;commençons;à;comprendre;.			commençons	1;9;3					s05d10.mp3
3	2	Classique	5	11	Ces;questions,;/je;les;soulève;fréquemment;.			soulève	3;9;1					s05d11.mp3
3	2	Classique	5	12	/Alix;rejoint;ses;copains;au;bar;.			rejoint	1;7;2					s05d12.mp3
3	2	Classique	5	13	Au;niveau;de;la;mer,;/l'/eau;bout;à;cent;degrés;celsius;.			bout	1;3;7					s05d13.mp3
3	2	Classique	5	14	/Le;/train;repart;à;dix;heures;.			repart	2;4;2					s05d14.mp3
3	2	Classique	5	15	/On;serre;la;main;du;vainqueur;.			serre	2;3;4					s05d15.mp3
3	2	Classique	5	16	/Je;vais;de;mieux;en;mieux;.			vais	1;11;4					s05d16.mp3
3	2	Classique	5	17	/Les;/adolescents;apprécient;les;films;romantiques;.			apprécient	1;2;3					s05d17.mp3
3	2	Classique	5	18	/Les;/personnes;/allergiques;craignent;les;piqûres;d'insectes;.			craignent	3;10;3					s05d18.mp3
3	2	Classique	5	19	Paies-/tu;des;pénalités;de;retard;?			paies	1;11;2					s05d19.mp3
3	2	Classique	5	20	Que;veux-/tu;dire;par;là;?			veux	1;14;1					s05d20.mp3
3	2	Classique	6	1	Le;matin;,;un;/auto-/massage;réveille;le;corps;.		      	réveille	3;1;1					s06d01.mp3
3	2	Classique	6	2	/Mes;/voisins;se;croient;tout;permis;!			croient	1;5;3					s06d02.mp3
3	2	Classique	6	3	En;ce;moment;;/les;/déserts;gagnent;du;terrain;.			gagnent	3;10;3					s06d03.mp3
3	2	Classique	6	4	/On;prévoit;de;partir;en;train;.			prévoit	1;5;5					s06d04.mp3
3	2	Classique	6	5	/Le;/tram;dessert;tous;les;quartiers;de;la;ville;.			dessert	2;4;2					s06d05.mp3
3	2	Classique	6	6	/Je;t'indique;le;code;.			indique	3;4;1					s06d06.mp3
3	2	Classique	6	7	Debout;et;penchée;sur;ma;table;,;/je;me;fatigue;.			fatigue	3;6;1					s06d07.mp3
3	2	Classique	6	8	/La;/situation;devient;un;peu;délicate;.			devient	1;6;6					s06d08.mp3
3	2	Classique	6	9	/Nous;sommes;tous;des;consommateurs;.			sommes	2;1;5					s06d09.mp3
3	2	Classique	6	10	Distingues-/tu;facilement;les;différents;sons;?			distingues	3;6;2					s06d10.mp3
3	2	Classique	6	11	/Nos;/voisins;déménagent;dans;huit;jours;.			déménagent	3;3;3					s06d11.mp3
3	2	Classique	6	12	/On;attribue;des;lots;aux;vainqueurs;.			attribue	1;1;1					s06d12.mp3
3	2	Classique	6	13	Fou;de;jalousie;;/il;roue;de;coups;son;voisin;.			roue	1;3;1					s06d13.mp3
3	2	Classique	6	14	/Des;/paparazzis;traquent;les;actrices;excédées;.			traquent	3;4;3					s06d14.mp3
3	2	Classique	6	15	/J'interromps;ma;recherche;jusqu'au;mois;prochain;.			interromps	1;9;5					s06d15.mp3
3	2	Classique	6	16	/Elle;est;très;courageuse;.			est	1;12;4					s06d16.mp3
3	2	Classique	6	17	/Le;/potier;malaxe;la;terre;.			malaxe	3;11;1					s06d17.mp3
3	2	Classique	6	18	Pourquoi;ne;réclames-/tu;pas;l'addition;?			réclames	2;1;2					s06d18.mp3
3	2	Classique	6	19	/Tu;ne;perds;rien;pour;attendre;!			perds	2;4;3					s06d19.mp3
3	2	Classique	6	20	/Il;rabat;le;dossier;de;son;siège;.			rabat	1;4;4					s06d20.mp3
3	2	Classique	7	1	/Je;trace;de;nouvelles;perspectives;.			trace	2;9;1					s07d01.mp3
3	2	Classique	7	2	/Certains;/fromages;puent;.			puent	1;1;3					s07d02.mp3
3	2	Classique	7	3	/Le;/randonneur;réduit;le;poids;de;son;sac;au;maximum;.			réduit	1;2;5					s07d03.mp3
3	2	Classique	7	4	/Les;/conseillers;lui;allouent;une;subvention;.			allouent	1;3;3					s07d04.mp3
3	2	Classique	7	5	/Cette;/entreprise;enfreint;le;code;de;la;concurrence;.			enfreint	1;6;2					s07d05.mp3
3	2	Classique	7	6	/Tu;fends;légèrement;la;peau;du;fruit;.			fends	1;8;3					s07d06.mp3
3	2	Classique	7	7	/Tu;crées;tes;documents;sous;Linux;?			crées	1;10;2					s07d07.mp3
3	2	Classique	7	8	Vous;en;veut-/il;vraiment;?			veut	1;14;2					s07d08.mp3
3	2	Classique	7	9	/Les;/pistes;/de;/ski;dégèlent;vers;midi;.			dégèlent	2;5;3					s07d09.mp3
3	2	Classique	7	10	/On;projette;un;film;ukrainien;au;cinéma;.			projette	2;7;4					s07d10.mp3
3	2	Classique	7	11	/Vous;lui;faites;vraiment;plaisir;!			faites	2;7;2					s07d11.mp3
3	2	Classique	7	12	Gagnes-/tu;souvent;à;ce;jeu;?			gagnes	3;10;2					s07d12.mp3
3	2	Classique	7	13	Y;vas-/tu;?			vas	1;4;2					s07d13.mp3
3	2	Classique	7	14	/La;/secrétaire;baisse;les;bras;devant;la;pile;de;dossiers;.			baisse	2;8;4					s07d14.mp3
3	2	Classique	7	15	/Il;détord;le;fil;de;fer;à;l'aide;d'une;pince;.			détord	2;4;4					s07d15.mp3
3	2	Classique	7	16	/Ces;/solvants;décapent;toutes;les;surfaces;.			décapent	2;6;3					s07d16.mp3
3	2	Classique	7	17	Abats-/tu;beaucoup;de;travail;dans;une;journée;?			abats	1;4;3					s07d17.mp3
3	2	Classique	7	18	/Le;/directeur;lui;enjoint;de;sortir;.			enjoint	1;7;2					s07d18.mp3
3	2	Classique	7	19	/L'/un;/des;/pays;rompt;les;négociations;.			rompt	1;9;6					s07d19.mp3
3	2	Classique	7	20	/Ce;nouveau;/leader;/charismatique;harangue;les;foules;.			harangue	3;6;1					s07d20.mp3
3	2	Classique	8	1	Te;remets-/tu;de;ta;grippe;?			remets	1;12;1					s08d01.mp3
3	2	Classique	8	2	/Je;rejoins;mes;enfants;demain;.			rejoins	1;7;1					s08d02.mp3
3	2	Classique	8	3	/Vous;appuyez;trop;fort;sur;la;pédale;de;frein;.			appuyez	1;10;5					s08d03.mp3
3	2	Classique	8	4	/Il;pleut;beaucoup;cet;hiver;!			pleut	1;14;2					s08d04.mp3
3	2	Classique	8	5	Que;vaut;/cette;/découverte;?			vaut	1;13;4					s08d05.mp3
3	2	Classique	8	6	/Je;contribue;au;nouveau;projet;.			contribue	1;1;1					s08d06.mp3
3	2	Classique	8	7	/Tu;demeures;attentif;pendant;toute;la;séance;?			demeures	2;3;2					s08d07.mp3
3	2	Classique	8	8	/Je;perds;souvent;mes;lunettes;.			perds	2;4;3					s08d08.mp3
3	2	Classique	8	9	/Elle;fait;partie;de;l'association;.			fait	1;11;5					s08d09.mp3
3	2	Classique	8	10	Ému;;/l'/orateur;bafouille;seulement;quelques;mots;.			bafouille	3;1;1					s08d10.mp3
3	2	Classique	8	11	/Tu;tombes;bien;!			tombes	3;7;2					s08d11.mp3
3	2	Classique	8	12	/Le;/randonneur;/fatigué;délace;ses;chaussures;.			délace	2;9;1					s08d12.mp3
3	2	Classique	8	13	/Les;/grenouilles;s'enfuient;à;notre;approche;.			enfuient	1;2;3					s08d13.mp3
3	2	Classique	8	14	/Le;/cuisinier;pile;les;ingrédients;en;poudre;.			pile	2;5;1					s08d14.mp3
3	2	Classique	8	15	Dans;la;file;d'attente;;;/un;/client;resquille;.			resquille	3;1;4					s08d15.mp3
3	2	Classique	8	16	/Les;/antalgiques;atténuent;la;douleur;.			atténuent	1;1;3					s08d16.mp3
3	2	Classique	8	17	/La;/lumière;/du;/jour;luit;à;travers;les;persiennes;.			luit	1;2;5					s08d17.mp3
3	2	Classique	8	18	/Qui;/ne;/dit;/mot;consent;.			consent	1;8;2					s08d18.mp3
3	2	Classique	8	19	/Un;/petit;/groupe;/d'/enfants;s'ébat;joyeusement;dans;la;piscine;.			ébat	1;4;4					s08d19.mp3
3	2	Classique	8	20	/Cette;/créatrice;/de;/mode;vend;ses;bijoux;sur;internet;.			vend	1;8;4					s08d20.mp3
3	2	Classique	9	1	En;1898;;/Marie;/Curie;découvre;le;radium;.			découvre	2;3;1					s09d01.mp3
3	2	Classique	9	2	/Les;/joueurs;/de;/l';/équipe;/victorieuse;s';exclament;de;joie;.			exclament	2;1;3					s09d02.mp3
3	2	Classique	9	3	/Tu;brises;la;routine;en;élaborant;de;nouveaux;projets;.			brises	2;10;5					s09d03.mp3
3	2	Classique	9	4	/Ces;hautes;/cheminées;rejettent;des;gaz;toxiques;.			rejettent	2;7;6					s09d04.mp3
3	2	Classique	9	5	/Je;hais;l';injustice;.			hais	1;12;5					s09d05.mp3
3	2	Classique	9	6	/Tu;trahis;ton;engagement;.			trahis	1;2;6					s09d06.mp3
3	2	Classique	9	7	/Je;lui;décoche;un;sourire;de;bienvenue;.			décoche	3;5;1					s09d07.mp3
3	2	Classique	9	8	/Des;/rêves;/affreux;troublent;son;sommeil;.			troublent	2;5;3					s09d08.mp3
3	2	Classique	9	9	/Les;/contrées;/désertiques;fascinent;les;poètes;et;les;voyageurs;.			fascinent	2;2;3					s09d09.mp3
3	2	Classique	9	10	/Le;/responsable;/du;/téléski;pelle;la;neige;.			pelle	2;5;4					s09d10.mp3
3	2	Classique	9	11	/Les;/adolescents;se;rebellent;contre;des;règles;trop;sévères;.			rebellent	2;5;6					s09d11.mp3
3	2	Classique	9	12	/L';/apprenti;soumet;son;CV;au;patron;de;l';entreprise;.			soumet	1;12;2					s09d12.mp3
3	2	Classique	9	13	Attention;;/tu;répands;une;rumeur;sans;fondement;.			répands	1;8;5					s09d13.mp3
3	2	Classique	9	14	Y;allons-/nous;ensemble;?			allons	1;9;3					s09d14.mp3
3	2	Classique	9	15	/Le;/ministre;conclut;son;discours;sur;une;note;optimiste;.			conclut	1;1;5					s09d15.mp3
3	2	Classique	9	16	/Je;combats;la;fatigue;à;l';aide;de;caféine;.			combats	1;4;3					s09d16.mp3
3	2	Classique	9	17	/Il;se;plaint;de;douleurs;abdominales;.			plaint	1;6;4					s09d17.mp3
3	2	Classique	9	18	/On;entrevoit;les;prochaines;années;avec;confiance;.			entrevoit	1;5;5					s09d18.mp3
3	2	Classique	9	19	/Je;pense;souvent;à;elle;.			pense	2;8;1					s09d19.mp3
3	2	Classique	9	20	/Tu;te;dévoues;pour;la;bonne;cause;!			dévoues	1;3;2					s09d20.mp3
3	2	Classique	10	1	/Ce;/chiffre;ne;correspond;pas;à;la;réalité;.			correspond	1;9;2					s10d01.mp3
3	2	Classique	10	2	/Les;/examinateurs;convoquent;les;candidats;de;bonne;heure;.			convoquent	3;4;3					s10d02.mp3
3	2	Classique	10	3	/Elle;va;très;bien;en;ce;moment;.			va	1;4;1					s10d03.mp3
3	2	Classique	10	4	/La;/mairie;aménage;une;aire;de;jeux;pour;enfants;.			aménage	3;3;1					s10d04.mp3
3	2	Classique	10	5	/Tu;envoies;ta;lettre;de;motivation;par;courriel;.			envoies	1;5;2					s10d05.mp3
3	2	Classique	10	6	/Tu;entrevois;une;solution;?			entrevois	1;5;4					s10d06.mp3
3	2	Classique	10	7	Avec;leur;dernier;but;;/elles;sauvent;l'équipe;.			sauvent	3;9;3					s10d07.mp3
3	2	Classique	10	8	Dans;la;montée;;/le;/moteur;se;grippe;.			grippe	2;6;4					s10d08.mp3
3	2	Classique	10	9	/Les;/pétroliers;déversent;des;déchets;polluants;dans;la;mer;.			déversent	2;8;3					s10d09.mp3
3	2	Classique	10	10	Cette;année;;/les;/agriculteurs;cueillent;un;excédent;de;fruits;.			cueillent	3;1;3					s10d10.mp3
3	2	Classique	10	11	/Tu;épargnes;en;achetant;de;l'or;?			épargnes	3;10;2					s10d11.mp3
3	2	Classique	10	12	Attention;;/tu;zigzagues;!			zigzagues	3;6;2					s10d12.mp3
3	2	Classique	10	13	/J'entreprends;des;travaux;importants;.			entreprends	1;8;3					s10d13.mp3
3	2	Classique	10	14	Êtes-/vous;un;décideur;?			êtes	2;7;2					s10d14.mp3
3	2	Classique	10	15	/Je;m'enrhume;aux;changements;de;saison;.			enrhume	2;1;1					s10d15.mp3
3	2	Classique	10	16	/Mes;/copains;/banlieusards;prennent;le;métro;chaque;jour;.			prennent	2;2;6					s10d16.mp3
3	2	Classique	10	17	/Cette;/recherche;n'aboutit;pas;.			aboutit	1;2;5					s10d17.mp3
3	2	Classique	10	18	/Cette;/nouvelle;/tâche;me;convient;parfaitement;.			convient	1;6;6					s10d18.mp3
3	2	Classique	10	19	/On;s'ennuie;vraiment;à;certaines;conférences;.			ennuie	1;2;1					s10d19.mp3
3	2	Classique	10	20	/Ces;/fonds;couvrent;les;frais;de;diffusion;.			couvrent	2;3;3					s10d20.mp3
3	2	Classique	11	1	/Un;/voilier;dérive;dangereusement;au;gré;des;vagues;.			dérive	3;9;1					s11d01.mp3
3	2	Classique	11	2	/Les;/correcteurs;biffent;les;mots;inutiles;.			biffent	2;11;6					s11d02.mp3
3	2	Classique	11	3	/Ce;/shampooing;enrobe;le;cheveu;d'un;film;protecteur;.			enrobe	3;7;1					s11d03.mp3
3	2	Classique	11	4	/Les;/femmes;remettent;souvent;à;plus;tard;leur;projet;d'enfant;.			remettent	2;7;6					s11d04.mp3
3	2	Classique	11	5	/Le;/témoin;accuse;l'automobiliste;.			accuse	2;10;4					s11d05.mp3
3	2	Classique	11	6	/Le;/commerçant;sert;ses;clients;.			sert	2;4;2					s11d06.mp3
3	2	Classique	11	7	/Le;/président;clôt;l'audience;.			clôt	1;13;2					s11d07.mp3
3	2	Classique	11	8	Veux-/tu;venir;avec;moi;à;la;piscine;?			veux	1;14;1					s11d08.mp3
3	2	Classique	11	9	/Cet;/écrivain;pond;des;œuvres;géniales;.			pond	1;9;2					s11d09.mp3
3	2	Classique	11	10	Connais-/tu;le;nom;de;la;capitale;du;Chili;?			connais	1;11;4					s11d10.mp3
3	2	Classique	11	11	/Nos;/amis;nous;convient;à;diner;ce;soir;.			convient	1;2;3					s11d11.mp3
3	2	Classique	11	12	/Les;/salariés;essuient;un;refus;de;leur;direction;.			essuient	1;2;3					s11d12.mp3
3	2	Classique	11	13	/Les;/coureurs;/du;/marathon;suent;à;grosses;gouttes;.			suent	1;1;3					s11d13.mp3
3	2	Classique	11	14	/Je;loue;un;gite;pour;les;vacances;.			loue	1;3;1					s11d14.mp3
3	2	Classique	11	15	A-t-/il;droit;à;une;récompense;?			a	1;4;1					s11d15.mp3
3	2	Classique	11	16	Comment;es-/tu;aujourd'hui;?			es	1;12;3					s11d16.mp3
3	2	Classique	11	17	Vivez-/vous;seul;ou;en;couple;?			vivez	1;10;5					s11d17.mp3
3	2	Classique	11	18	Fixes-/tu;le;porte-vélo;sur;le;coffre;de;la;voiture;?			fixes	3;11;2					s11d18.mp3
3	2	Classique	11	19	Parles-/tu;allemand;couramment;?			parles	2;5;2					s11d19.mp3
3	2	Classique	11	20	/Ces;/nouveaux;/taux;paraissent;difficilement;applicables;.			paraissent	2;8;6					s11d20.mp3
3	2	Classique	12	1	/Ce;/chroniqueur;dépeint;ses;contemporains;avec;humour;.			dépeint	1;6;2					s12d01.mp3
3	2	Classique	12	2	/Je;crois;ces;étudiants;intéressés;.			crois	1;5;4					s12d02.mp3
3	2	Classique	12	3	/L'/état;/de;/notre;/santé;dépend;de;notre;alimentation;.			dépend	1;8;4					s12d03.mp3
3	2	Classique	12	4	/Nous;ne;vous;racontons;pas;d'histoires;!			racontons	1;9;3					s12d04.mp3
3	2	Classique	12	5	Créez-/vous;un;nouveau;modèle;?			créez	1;10;5					s12d05.mp3
3	2	Classique	12	6	/Tu;te;promènes;tous;les;soirs;?			promènes	2;2;2					s12d06.mp3
3	2	Classique	12	7	Comptez-/vous;sur;moi;pour;l'organisation;du;congrès;?			comptez	1;10;5					s12d07.mp3
3	2	Classique	12	8	/Tu;fais;référence;à;mon;dernier;mail;?			fais	1;11;4					s12d08.mp3
3	2	Classique	12	9	/Vous;y;allez;sans;moi;!			allez	1;10;5					s12d09.mp3
3	2	Classique	12	10	Vaut-/il;la;peine;de;mentionner;cette;initiative;?			vaut	1;13;4					s12d10.mp3
3	2	Classique	12	11	/Les;/gros;/tankers;dégazent;au;milieu;des;océans;.			dégazent	2;10;3					s12d11.mp3
